index,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,country,introelapse,testelapse,surveyelapse,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,voted,married,familysize,ASD,nerdiness
57,5.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,USA,10,97,210,3.0,2.0,4.0,5.0,3.0,5.0,5.0,1.0,5.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,3,2.0,1.0,14,1.0,4.0,2.0,2.0,1.0,3.0,2.0,0
58,4.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,5.0,USA,13,73,120,1.0,1.0,3.0,5.0,4.0,5.0,4.0,1.0,3.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3.0,2,2.0,1.0,24,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0
59,5.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,1.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,AUS,1926,52,78,4.0,3.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,1.0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,3.0,2,2.0,1.0,19,1.0,7.0,2.0,1.0,1.0,2.0,2.0,1
60,2.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,4.0,1.0,3.0,5.0,5.0,4.0,5.0,1.0,1.0,1.0,5.0,4.0,4.0,PHL,2,301,394,1.0,3.0,1.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1.0,2,1.0,2.0,13,1.0,4.0,1.0,2.0,1.0,3.0,2.0,1
61,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,2.0,4.0,USA,4,86,114,1.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,1.0,1.0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,2.0,3,2.0,1.0,14,1.0,9.0,3.0,2.0,1.0,2.0,2.0,1
62,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,USA,3,77,155,1.0,1.0,5.0,3.0,4.0,5.0,5.0,2.0,3.0,1.0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,4.0,3,2.0,1.0,26,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1
63,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,USA,4,79,153,3.0,1.0,3.0,1.0,5.0,3.0,3.0,4.0,4.0,1.0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4.0,2,1.0,1.0,64,1.0,1.0,1.0,2.0,3.0,5.0,2.0,1
64,4.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,1.0,3.0,5.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,NLD,9,108,100,1.0,2.0,3.0,1.0,5.0,5.0,3.0,4.0,5.0,2.0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,2.0,1,1.0,2.0,43,1.0,2.0,2.0,2.0,3.0,4.0,2.0,1
65,5.0,3.0,5.0,5.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,1.0,5.0,5.0,1.0,3.0,4.0,2.0,1.0,SVN,17,97,225,3.0,1.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1.0,2,2.0,2.0,17,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1
66,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,2.0,2.0,3.0,5.0,4.0,2.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,,7,157,157,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,2.0,3,1.0,1.0,44,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1
67,3.0,3.0,4.0,3.0,1.0,1.0,3.0,5.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,4.0,3.0,2.0,2.0,SRB,37,155,174,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1.0,3,2.0,2.0,17,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0
68,5.0,2.0,4.0,5.0,2.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,NZL,2,126,135,5.0,3.0,3.0,3.0,5.0,2.0,3.0,5.0,3.0,5.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2.0,1,2.0,1.0,16,1.0,12.0,1.0,2.0,1.0,5.0,2.0,0
69,5.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,3.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,5.0,USA,22,125,302,1.0,3.0,5.0,2.0,4.0,5.0,4.0,1.0,3.0,1.0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,4.0,1,1.0,1.0,31,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1
70,5.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,3.0,2.0,3.0,5.0,5.0,2.0,2.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,DEU,8,161,170,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,3,2.0,2.0,16,1.0,12.0,2.0,2.0,1.0,4.0,2.0,0
71,4.0,5.0,4.0,2.0,3.0,2.0,5.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,3.0,3.0,2.0,3.0,5.0,2.0,2.0,1.0,5.0,4.0,3.0,2.0,USA,14,125,165,4.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,3.0,3,1.0,2.0,29,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0
72,4.0,1.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,5.0,1.0,3.0,2.0,5.0,1.0,2.0,4.0,5.0,1.0,3.0,4.0,1.0,5.0,4.0,4.0,5.0,AUS,23,121,213,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4.0,2,2.0,1.0,35,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1
73,4.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,4.0,4.0,USA,42,427,262,3.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,2.0,1.0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1.0,2,2.0,1.0,16,1.0,6.0,4.0,2.0,1.0,2.0,2.0,1
74,5.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,SWE,31,145,431,1.0,4.0,2.0,3.0,5.0,4.0,3.0,5.0,3.0,2.0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1.0,3,1.0,2.0,15,1.0,5.0,1.0,2.0,1.0,4.0,2.0,1
75,4.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,CAN,20,67,130,4.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,1.0,3.0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1.0,2,2.0,1.0,14,1.0,7.0,1.0,2.0,1.0,4.0,2.0,1
76,4.0,5.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,5.0,5.0,4.0,2.0,3.0,2.0,3.0,3.0,5.0,5.0,1.0,3.0,5.0,3.0,4.0,4.0,4.0,AUS,57,73,118,4.0,3.0,3.0,1.0,4.0,3.0,3.0,3.0,5.0,2.0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,2.0,2,1.0,1.0,21,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0
77,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,1.0,5.0,3.0,3.0,4.0,USA,7,77,87,2.0,4.0,1.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3.0,2,3.0,1.0,22,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1
78,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,5.0,MAR,9,87,103,2.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1.0,3,2.0,2.0,16,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1
79,4.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,4.0,4.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,5.0,1.0,5.0,1.0,1.0,5.0,2.0,5.0,5.0,,25,425,218,3.0,1.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,3.0,2,1.0,1.0,19,1.0,4.0,1.0,2.0,1.0,5.0,2.0,0
80,5.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,,8,155,170,2.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,1.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1.0,2,2.0,2.0,13,1.0,4.0,2.0,2.0,1.0,2.0,2.0,0
81,2.0,3.0,5.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,1.0,3.0,4.0,3.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,1.0,4.0,3.0,2.0,4.0,IDN,10,116,191,3.0,3.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3.0,2,2.0,2.0,22,1.0,10.0,1.0,1.0,1.0,2.0,2.0,0
82,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,5.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,USA,4,103,124,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2.0,2,2.0,1.0,16,1.0,12.0,3.0,2.0,1.0,3.0,2.0,1
83,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,AUS,74,100,194,1.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4.0,2,1.0,1.0,67,1.0,6.0,1.0,2.0,1.0,4.0,2.0,1
84,4.0,4.0,5.0,2.0,4.0,1.0,5.0,2.0,3.0,5.0,1.0,4.0,3.0,5.0,1.0,,3.0,3.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,GBR,4,200,208,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1.0,2,2.0,1.0,15,1.0,2.0,2.0,2.0,1.0,2.0,2.0,0
85,4.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,1.0,2.0,5.0,1.0,1.0,5.0,4.0,1.0,5.0,1.0,3.0,5.0,3.0,5.0,USA,425,124,234,4.0,3.0,3.0,5.0,5.0,3.0,5.0,5.0,1.0,1.0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,2.0,1,2.0,1.0,21,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1
86,4.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,5.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,USA,14,94,166,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1.0,2,2.0,1.0,15,1.0,7.0,1.0,2.0,1.0,3.0,2.0,1
87,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,USA,51,457,339,2.0,3.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,2.0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1.0,2,2.0,2.0,16,2.0,12.0,1.0,2.0,1.0,3.0,2.0,1
88,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,USA,3,45,103,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,3.0,2,1.0,1.0,48,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1
89,3.0,5.0,5.0,4.0,2.0,2.0,3.0,5.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,HKG,130,187,449,2.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1.0,3,2.0,1.0,14,1.0,4.0,2.0,2.0,1.0,3.0,2.0,0
90,5.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,5.0,3.0,2.0,1.0,3.0,5.0,4.0,5.0,USA,21,151,428,2.0,3.0,5.0,1.0,5.0,3.0,3.0,4.0,5.0,4.0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,3.0,2,1.0,1.0,24,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0
91,4.0,5.0,4.0,2.0,4.0,3.0,5.0,1.0,5.0,3.0,1.0,4.0,2.0,5.0,1.0,4.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,USA,5,161,264,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,2,1.0,2.0,16,1.0,8.0,1.0,2.0,1.0,1.0,2.0,0
92,5.0,2.0,5.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,1.0,5.0,5.0,1.0,3.0,5.0,4.0,5.0,4.0,2.0,5.0,5.0,4.0,2.0,4.0,ARG,17,188,655,2.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,3,2.0,2.0,18,1.0,,1.0,2.0,1.0,1.0,2.0,1
93,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,1.0,3.0,5.0,2.0,4.0,USA,3,120,199,2.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,1.0,2.0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1.0,2,3.0,1.0,15,1.0,2.0,4.0,2.0,1.0,2.0,2.0,0
94,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,5.0,2.0,4.0,2.0,5.0,4.0,3.0,5.0,USA,11,1320,109,3.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,3.0,1.0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,2.0,3,2.0,1.0,14,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1
95,4.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,4.0,4.0,5.0,LUX,3,68,168,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,4.0,1,2.0,1.0,32,1.0,2.0,2.0,1.0,1.0,1.0,2.0,0
96,5.0,1.0,4.0,2.0,4.0,4.0,5.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,5.0,DEU,133690,114,237,3.0,3.0,3.0,1.0,5.0,3.0,5.0,2.0,5.0,3.0,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3.0,2,2.0,2.0,25,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0
97,3.0,5.0,4.0,1.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,1.0,3.0,5.0,1.0,3.0,1.0,1.0,5.0,4.0,1.0,5.0,DEU,40,299,452,3.0,5.0,5.0,3.0,4.0,1.0,4.0,2.0,2.0,2.0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,4.0,1,2.0,2.0,38,1.0,1.0,1.0,1.0,3.0,2.0,2.0,0
98,3.0,1.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,USA,5,139,121,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1.0,2,2.0,1.0,16,1.0,1.0,2.0,2.0,1.0,4.0,2.0,0
99,4.0,4.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,2.0,5.0,4.0,4.0,5.0,2.0,1.0,1.0,2.0,5.0,5.0,4.0,NLD,2,107,151,2.0,4.0,5.0,4.0,3.0,3.0,2.0,4.0,2.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.0,3,1.0,2.0,13,1.0,10.0,1.0,2.0,1.0,3.0,2.0,0
100,2.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,5.0,CAN,6,86,173,3.0,2.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,2.0,3,2.0,1.0,19,1.0,7.0,2.0,2.0,1.0,2.0,2.0,0
101,3.0,5.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,CHE,32,138,225,1.0,3.0,2.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,2.0,2,1.0,2.0,17,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1
102,5.0,4.0,5.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,1.0,1.0,5.0,4.0,3.0,4.0,MYS,3,116,178,1.0,1.0,4.0,5.0,3.0,5.0,5.0,2.0,2.0,3.0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,2.0,3,2.0,2.0,20,1.0,6.0,1.0,2.0,1.0,2.0,2.0,0
103,2.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,5.0,2.0,5.0,RUS,21,124,165,3.0,4.0,2.0,2.0,5.0,4.0,4.0,4.0,5.0,1.0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2.0,3,1.0,2.0,20,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1
104,5.0,,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,4.0,5.0,,5.0,5.0,4.0,5.0,USA,3,85,279,3.0,3.0,5.0,1.0,5.0,5.0,5.0,1.0,5.0,3.0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,2.0,3,1.0,2.0,46,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1
105,5.0,5.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,4.0,1.0,2.0,5.0,5.0,5.0,3.0,1.0,2.0,5.0,5.0,4.0,5.0,USA,10,121,175,3.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,1.0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1.0,2,1.0,1.0,15,1.0,2.0,3.0,2.0,1.0,3.0,2.0,0
106,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,USA,3,81,119,2.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,2.0,2,2.0,1.0,18,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1
107,5.0,2.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,5.0,3.0,3.0,2.0,2.0,4.0,1.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,POL,775,81,218,4.0,4.0,3.0,5.0,3.0,3.0,4.0,3.0,2.0,1.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,2.0,3,2.0,2.0,19,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0
108,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,USA,2,83,164,1.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2.0,1,2.0,1.0,27,2.0,1.0,1.0,1.0,1.0,3.0,2.0,1
109,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,4.0,1.0,2.0,3.0,5.0,5.0,5.0,DEU,28,146,321,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4.0,1,1.0,2.0,34,1.0,6.0,1.0,2.0,1.0,2.0,2.0,1
110,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,2.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,AUS,9,74,116,1.0,2.0,5.0,1.0,4.0,5.0,1.0,1.0,5.0,3.0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2.0,2,1.0,1.0,48,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1
111,4.0,4.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,3.0,5.0,4.0,1.0,5.0,USA,13,104,159,4.0,2.0,4.0,3.0,5.0,4.0,5.0,3.0,3.0,1.0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,2.0,2,2.0,1.0,18,1.0,,2.0,1.0,1.0,3.0,2.0,1
112,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,5.0,4.0,4.0,USA,3,114,411,2.0,3.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,3.0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,2.0,3,2.0,1.0,34,1.0,1.0,3.0,1.0,1.0,3.0,2.0,0
113,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,2.0,1.0,4.0,5.0,2.0,5.0,IDN,27490,239,967,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,2.0,2.0,27,1.0,6.0,,2.0,1.0,3.0,2.0,1
114,1.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,3.0,4.0,4.0,5.0,AUS,4,67,106,2.0,2.0,3.0,5.0,4.0,5.0,4.0,3.0,2.0,1.0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1.0,3,2.0,1.0,19,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0
